time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2024/05/14/15:21:28.273713,59200,1715714488,273432648,map,34.804951799731974,-4.050693309506388,-1.1277283430099487,0.0017760916786388383,0.0168424499639357,-0.14960605315871853,0.9886006303031737
2024/05/14/15:21:28.296405,59201,1715714488,293727125,map,34.80479248375105,-4.050639639221869,-1.1277283430099487,0.001776094829803163,0.016842449631634775,-0.1496062381224875,0.9886006023123793
2024/05/14/15:21:28.319287,59202,1715714488,313476125,map,34.80463078733422,-4.050583288676161,-1.1267404556274414,0.0015943318606226535,0.01691985065446699,-0.14960317007609156,0.9886000547556797
2024/05/14/15:21:28.335103,59203,1715714488,333615329,map,34.80448673526393,-4.050533117711297,-1.1267404556274414,0.0015943373313306278,0.016919850138969586,-0.14960348972088414,0.9886000063843222
2024/05/14/15:21:28.353080,59204,1715714488,352873315,map,34.804357527387815,-4.050488148684287,-1.1267404556274414,0.0015943426528548749,0.016919849637527847,-0.14960380064910242,0.9885999593319293
2024/05/14/15:21:28.373813,59205,1715714488,373525744,map,34.8042415585229,-4.0504477969056785,-1.1267404556274414,0.001594347813421332,0.016919849151251384,-0.1496041021728071,0.9885999137026146
2024/05/14/15:21:28.393890,59206,1715714488,393507492,map,34.80413624124654,-4.050411189524845,-1.1267404556274414,0.0015943528525200934,0.0169198486764192,-0.14960439659934208,0.9885998691472174
2024/05/14/15:21:28.414463,59207,1715714488,414064409,map,34.80452171071585,-4.05054478656345,-1.128626823425293,0.0018454708041929207,0.016828606527163566,-0.14960880644812846,0.9886003223108069
2024/05/14/15:21:28.434200,59208,1715714488,433949825,map,34.80486460213393,-4.050663487533484,-1.128626823425293,0.0018454677058405136,0.016828606866937032,-0.1496086244347101,0.9886003498556019
2024/05/14/15:21:28.454061,59209,1715714488,453758010,map,34.80517182547036,-4.050769698945974,-1.128626823425293,0.0018454646924271993,0.016828607197395307,-0.14960844741105678,0.9886003766452437
2024/05/14/15:21:28.473802,59210,1715714488,473561685,map,34.80544801014583,-4.050865066259915,-1.128626823425293,0.001845461768691905,0.016828607518018745,-0.14960827565555795,0.9886004026376053
2024/05/14/15:21:28.494663,59211,1715714488,494381902,map,34.805698371784324,-4.050951376413737,-1.128626823425293,0.001845458915607311,0.016828607830893974,-0.1496081080504495,0.9886004280018442
2024/05/14/15:21:28.513412,59212,1715714488,513158213,map,34.80533675598765,-4.050823687770098,-1.1318085193634033,0.0017277976731425253,0.0168923111213819,-0.1496060156762485,0.9885998708343317
2024/05/14/15:21:28.533386,59213,1715714488,533163762,map,34.80501542758358,-4.050710094761942,-1.1318085193634033,0.0017278006480612729,0.01689231081709777,-0.14960618977938073,0.9885998444870779
2024/05/14/15:21:28.553982,59214,1715714488,553724634,map,34.80472780393547,-4.050608305350736,-1.1318085193634033,0.0017278035415533633,0.016892310521141714,-0.14960635911712555,0.9885998188609468
2024/05/14/15:21:28.573290,59215,1715714488,573043542,map,34.804469326859504,-4.050516706576667,-1.1318085193634033,0.0017278063483262443,0.016892310234055106,-0.1496065233797436,0.9885997940028135
2024/05/14/15:21:28.593297,59216,1715714488,593053329,map,34.804235266432265,-4.050433670728867,-1.1318085193634033,0.0017278090879629558,0.01689230995383497,-0.14960668371330602,0.9885997697392438
2024/05/14/15:21:28.613668,59217,1715714488,613388463,map,34.80448041100254,-4.050517465144777,-1.1301926374435425,0.0018566950936049582,0.016873585160065614,-0.14960840443529852,0.9885995954528302
2024/05/14/15:21:28.633824,59218,1715714488,633572625,map,34.80469822363211,-4.0505917007208625,-1.1301926374435425,0.0018566871996164775,0.016873586028683517,-0.1496079419376242,0.9885996654441898
2024/05/14/15:21:28.653236,59219,1715714488,652988012,map,34.80489311101769,-4.05065791443834,-1.1301926374435425,0.0018566795348523,0.016873586872075064,-0.14960749286987063,0.9885997334029415
2024/05/14/15:21:28.673257,59220,1715714488,673024627,map,34.80506836065735,-4.050717261113648,-1.1301926374435425,0.0018566720800589419,0.01687358769235911,-0.14960705610400396,0.9885997994998121
2024/05/14/15:21:28.693228,59221,1715714488,692989818,map,34.805227079773026,-4.0507708136830995,-1.1301926374435425,0.0018566648096195932,0.01687358849235466,-0.149606630139172,0.9885998639619451
2024/05/14/15:21:28.713484,59222,1715714488,713214347,map,34.8054038959501,-4.050831649459009,-1.1286818981170654,0.0018469818815467069,0.016855592930557953,-0.14960679184167464,0.9886001646164796
2024/05/14/15:21:28.733372,59223,1715714488,733145396,map,34.80556112417404,-4.050885625241108,-1.1286818981170654,0.0018469854574900317,0.016855592538717153,-0.14960700157491622,0.9886001328771162
2024/05/14/15:21:28.753128,59224,1715714488,752884893,map,34.805701921785385,-4.05093384348402,-1.1286818981170654,0.0018469889358322172,0.01685559215757045,-0.1496072055837355,0.9886001020039976
2024/05/14/15:21:28.773270,59225,1715714488,773039651,map,34.80582813811719,-4.050976975430596,-1.1286818981170654,0.0018469923120361395,0.016855591787615067,-0.149607403602025,0.9886000720373985
2024/05/14/15:21:28.794391,59226,1715714488,794061824,map,34.805942603852806,-4.051015977880947,-1.1286818981170654,0.001846995605842468,0.016855591426687928,-0.14960759678759816,0.9886000428021071
2024/05/14/15:21:28.813622,59227,1715714488,813266087,map,34.80570684808334,-4.050933662637298,-1.1273419857025146,0.0015179631249742104,0.01686821780401894,-0.14960165671034795,0.9886012863260835
2024/05/14/15:21:28.833991,59228,1715714488,833766252,map,34.80549744050428,-4.050860565387497,-1.1273419857025146,0.001517954067848447,0.01686821861906305,-0.14960112589633837,0.988601366652209
2024/05/14/15:21:28.853590,59229,1715714488,853366955,map,34.80531005772766,-4.050795180716417,-1.1273419857025146,0.0015179452580944032,0.01686821941184166,-0.14960060958010937,0.9886014447841593
2024/05/14/15:21:28.874017,59230,1715714488,873717068,map,34.805141680658934,-4.050736441462975,-1.1273419857025146,0.001517936713330431,0.016868220180769715,-0.14960010879422717,0.9886015205657045
2024/05/14/15:21:28.893877,59231,1715714488,893555199,map,34.80498925405522,-4.050683294646595,-1.1273419857025146,0.0015179283714234256,0.016868220931438825,-0.14959961989723702,0.9886015945479096
2024/05/14/15:21:28.913359,59232,1715714488,913098018,map,34.80503579256315,-4.050698981443538,-1.1376756429672241,0.001756482315869357,0.016921276917197758,-0.14960271946785028,0.9885998237331368
2024/05/14/15:21:28.933915,59233,1715714488,933671446,map,34.805077093504096,-4.050712838991614,-1.1376756429672241,0.0017564748464130612,0.016921277692549395,-0.1496022830762416,0.988599889771257
2024/05/14/15:21:28.953904,59234,1715714488,953644344,map,34.805114036587284,-4.050725172619835,-1.1376756429672241,0.001756467580414138,0.01692127844677835,-0.14960185857131128,0.988599954010405
2024/05/14/15:21:28.973802,59235,1715714488,973488759,map,34.805147332971494,-4.050736228773366,-1.1376756429672241,0.0017564605357737587,0.016921279178026726,-0.1496014469989088,0.9886000162923315
2024/05/14/15:21:28.993279,59236,1715714488,993051133,map,34.805177431634924,-4.0507461674833225,-1.1376756429672241,0.0017564536552484575,0.016921279892236754,-0.1496010450146723,0.9886000771231426
2024/05/14/15:21:29.013335,59237,1715714489,13081631,map,34.80517395517822,-4.050746727979006,-1.1278058290481567,0.0016372134935597903,0.016867820257424594,-0.14959991708129838,0.9886013660626857
2024/05/14/15:21:29.033378,59238,1715714489,33103436,map,34.80517080901386,-4.050747401883743,-1.1278058290481567,0.0016372216210348812,0.01686781946855887,-0.14960039342220963,0.988601293980369
2024/05/14/15:21:29.053139,59239,1715714489,52938289,map,34.80516793486999,-4.050748169114091,-1.1278058290481567,0.001637229526058383,0.01686781870128086,-0.14960085672550608,0.9886012238707447
2024/05/14/15:21:29.074169,59240,1715714489,73942843,map,34.805165326660536,-4.050749026244537,-1.1278058290481567,0.0016372371942934612,0.016867817956982455,-0.14960130615092518,0.9886011558609855
2024/05/14/15:21:29.093241,59241,1715714489,92987532,map,34.80516290507938,-4.050749947471025,-1.1278058290481567,0.0016372446790085464,0.016867817230493576,-0.14960174482046235,0.9886010894786698
2024/05/14/15:21:29.113093,59242,1715714489,112911734,map,34.80521623653267,-4.0507711747297765,-1.1262766122817993,0.001653036854912474,0.01684392377869506,-0.14960246488587992,0.9886013616220457
2024/05/14/15:21:29.133161,59243,1715714489,132907775,map,34.80526352252559,-4.050790282850829,-1.1262766122817993,0.0016530422201974854,0.01684392325215335,-0.1496027797844803,0.9886013139692108
2024/05/14/15:21:29.153120,59244,1715714489,152918377,map,34.80530574488348,-4.050807614369338,-1.1262766122817993,0.0016530474393448842,0.016843922739951733,-0.14960308610598605,0.9886012676142281
2024/05/14/15:21:29.173137,59245,1715714489,172933994,map,34.80534359072235,-4.050823412649282,-1.1262766122817993,0.00165305249914345,0.01684392224338688,-0.14960338307500645,0.9886012226744445
2024/05/14/15:21:29.193125,59246,1715714489,192950543,map,34.80569751110315,-4.050946948952546,-1.1311707496643066,0.0017444997818062114,0.016927639683304276,-0.14960463135862787,0.9885994466978587
2024/05/14/15:21:29.213365,59247,1715714489,213037151,map,34.80601035473998,-4.051056116596649,-1.1311707496643066,0.001744504078812826,0.016927639240470152,-0.1496048823102322,0.9885994087213511
2024/05/14/15:21:29.233282,59248,1715714489,233058535,map,34.806289159513526,-4.051153363163792,-1.1311707496643066,0.001744508257072048,0.016927638809872653,-0.14960512632680842,0.9885993717942588
2024/05/14/15:21:29.253360,59249,1715714489,253078642,map,34.806539315515025,-4.051240569899226,-1.1311707496643066,0.0017445123224414548,0.016927638390908207,-0.14960536375044817,0.9885993358648182
2024/05/14/15:21:29.273579,59250,1715714489,273361670,map,34.806764003171665,-4.051318889983868,-1.1311707496643066,0.0017445162609196433,0.01692763798501984,-0.14960559376344879,0.9885993010567776
2024/05/14/15:21:29.293764,59251,1715714489,293471575,map,34.80696807027704,-4.0513899624175105,-1.1311707496643066,0.001744520111455517,0.016927637588193652,-0.14960581864048456,0.9885992670259137
2024/05/14/15:21:29.313174,59252,1715714489,312933552,map,34.80673494562283,-4.051308711361691,-1.1330560445785522,0.0017663404878682264,0.016775064482944343,-0.14960692724452493,0.9886016612232277
2024/05/14/15:21:29.333609,59253,1715714489,333308806,map,34.806527712776685,-4.051236513955596,-1.1330560445785522,0.0017663383709759692,0.01677506470584365,-0.14960680249011873,0.9886016801025358
2024/05/14/15:21:29.353311,59254,1715714489,352950442,map,34.80634212744881,-4.051171894174784,-1.1330560445785522,0.001766336312179042,0.016775064922625517,-0.14960668115943282,0.9886016984637108
2024/05/14/15:21:29.373905,59255,1715714489,373681651,map,34.80617506585875,-4.051113755846054,-1.1330560445785522,0.001766334314284731,0.016775065132994378,-0.1496065634179085,0.9886017162817174
2024/05/14/15:21:29.393331,59256,1715714489,393035520,map,34.80602379341537,-4.051061148122484,-1.1330560445785522,0.0017663323650551534,0.016775065338238835,-0.14960644854433303,0.9886017336656991
2024/05/14/15:21:29.413912,59257,1715714489,413494807,map,34.80559471047783,-4.050910839617918,-1.135520100593567,0.0017797346225628908,0.01674072978106662,-0.1496060200917569,0.9886023564929305
2024/05/14/15:21:29.433693,59258,1715714489,433452217,map,34.80521320271591,-4.050777186549468,-1.135520100593567,0.0017797207798240363,0.016740731252705254,-0.14960520262652774,0.9886024802002805
2024/05/14/15:21:29.453380,59259,1715714489,453018904,map,34.80487156822567,-4.050657503274481,-1.135520100593567,0.0017797073150010263,0.016740732684156084,-0.14960440747860604,0.9886026005296799
2024/05/14/15:21:29.473188,59260,1715714489,472957925,map,34.80456496684686,-4.0505500528185605,-1.135520100593567,0.0017796942570337125,0.016740734072343454,-0.14960363635700016,0.9886027172225621
2024/05/14/15:21:29.493227,59261,1715714489,493001740,map,34.80428703839178,-4.050452672107163,-1.135520100593567,0.0017796815072635794,0.01674073542775657,-0.1496028834355596,0.9886028311606421
2024/05/14/15:21:29.513239,59262,1715714489,513003315,map,34.8043037513914,-4.050454597560828,-1.1309924125671387,0.0017711363516864677,0.016878072949644184,-0.1496024857791247,0.988600571504102
2024/05/14/15:21:29.534070,59263,1715714489,533765751,map,34.804318517815354,-4.050455856966428,-1.1309924125671387,0.001771145159993413,0.0168780720253235,-0.14960300170870983,0.9886004934296128
