time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2024/05/14/15:11:17.459152,29665,1715713877,459067422,gps,0,0,34.81516552916822,-82.32674519605033,284.12000323086977,"(0.8154687394507256, 0.0, 0.0, 0.0, 1.536277323526761, 0.0, 0.0, 0.0, 5.465431584463886)",2
2024/05/14/15:11:17.472314,29666,1715713877,472158113,gps,0,0,34.81516559435299,-82.32674543759096,284.11560414917767,"(0.8174042481901012, 0.0, 0.0, 0.0, 1.537166056164608, 0.0, 0.0, 0.0, 5.467112775468422)",2
2024/05/14/15:11:17.492105,29667,1715713877,491975126,gps,0,0,34.81516559435299,-82.32674543759096,284.11560414917767,"(0.8174042481901012, 0.0, 0.0, 0.0, 1.537166056164608, 0.0, 0.0, 0.0, 5.467112775468422)",2
2024/05/14/15:11:17.513603,29668,1715713877,513524769,gps,0,0,34.81516559435299,-82.32674543759096,284.11560414917767,"(0.8174042481901012, 0.0, 0.0, 0.0, 1.537166056164608, 0.0, 0.0, 0.0, 5.467112775468422)",2
2024/05/14/15:11:17.533138,29669,1715713877,533018615,gps,0,0,34.81516559435299,-82.32674543759096,284.11560414917767,"(0.8174042481901012, 0.0, 0.0, 0.0, 1.537166056164608, 0.0, 0.0, 0.0, 5.467112775468422)",2
2024/05/14/15:11:17.555660,29670,1715713877,555547649,gps,0,0,34.81516559435299,-82.32674543759096,284.11560414917767,"(0.8174042481901012, 0.0, 0.0, 0.0, 1.537166056164608, 0.0, 0.0, 0.0, 5.467112775468422)",2
2024/05/14/15:11:17.572398,29671,1715713877,572301796,gps,0,0,34.815165835518165,-82.32674564780062,284.14045252557844,"(0.8199645670557096, 0.0, 0.0, 0.0, 1.539265513486555, 0.0, 0.0, 0.0, 5.482516387100077)",2
2024/05/14/15:11:17.592402,29672,1715713877,592302723,gps,0,0,34.815165835518165,-82.32674564780062,284.14045252557844,"(0.8199645670557096, 0.0, 0.0, 0.0, 1.539265513486555, 0.0, 0.0, 0.0, 5.482516387100077)",2
2024/05/14/15:11:17.614762,29673,1715713877,613812721,gps,0,0,34.815165835518165,-82.32674564780062,284.14045252557844,"(0.8199645670557096, 0.0, 0.0, 0.0, 1.539265513486555, 0.0, 0.0, 0.0, 5.482516387100077)",2
2024/05/14/15:11:17.637041,29674,1715713877,634465343,gps,0,0,34.815165835518165,-82.32674564780062,284.14045252557844,"(0.8199645670557096, 0.0, 0.0, 0.0, 1.539265513486555, 0.0, 0.0, 0.0, 5.482516387100077)",2
2024/05/14/15:11:17.658671,29675,1715713877,657761013,gps,0,0,34.815165835518165,-82.32674564780062,284.14045252557844,"(0.8199645670557096, 0.0, 0.0, 0.0, 1.539265513486555, 0.0, 0.0, 0.0, 5.482516387100077)",2
2024/05/14/15:11:17.676680,29676,1715713877,671986879,gps,0,0,34.815165756864104,-82.32674539489321,284.13026435673237,"(0.8166240167990715, 0.0, 0.0, 0.0, 1.5368252513498106, 0.0, 0.0, 0.0, 5.4786695913028325)",2
2024/05/14/15:11:17.693355,29677,1715713877,693052015,gps,0,0,34.815165756864104,-82.32674539489321,284.13026435673237,"(0.8166240167990715, 0.0, 0.0, 0.0, 1.5368252513498106, 0.0, 0.0, 0.0, 5.4786695913028325)",2
