time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2024/05/14/15:11:17.993635,28686,1715713877,993232842,base_link,-8.258010490120384e-05,0.0,0.0,0.0,0.0,1.870498789650887e-08
2024/05/14/15:11:18.013782,28687,1715713878,13548576,base_link,-0.00010451530497042952,0.0,0.0,0.0,0.0,-2.2533264527293493e-08
2024/05/14/15:11:18.033860,28688,1715713878,33560624,base_link,-0.00011759451242006936,0.0,0.0,0.0,0.0,-3.84574395060923e-08
2024/05/14/15:11:18.053768,28689,1715713878,53425531,base_link,-0.00012597134349105917,0.0,0.0,0.0,0.0,-4.659562217429836e-08
2024/05/14/15:11:18.073993,28690,1715713878,73617933,base_link,-0.00013159398398966042,0.0,0.0,0.0,0.0,-5.133859168069037e-08
2024/05/14/15:11:18.093689,28691,1715713878,93452844,base_link,-0.0001109636606555498,0.0,0.0,0.0,0.0,-1.6261626044662066e-08
2024/05/14/15:11:18.113786,28692,1715713878,113526311,base_link,-0.00012412169393340584,0.0,0.0,0.0,0.0,-7.912500108339876e-08
2024/05/14/15:11:18.133584,28693,1715713878,133268408,base_link,-0.00013163575450704436,0.0,0.0,0.0,0.0,-1.0301133220582436e-07
2024/05/14/15:11:18.153306,28694,1715713878,153037019,base_link,-0.00013619060923588454,0.0,0.0,0.0,0.0,-1.1492109135624105e-07
2024/05/14/15:11:18.173375,28695,1715713878,173053826,base_link,-0.0001390393115185421,0.0,0.0,0.0,0.0,-1.216173772465818e-07
2024/05/14/15:11:18.193738,28696,1715713878,193509550,base_link,-0.0001153440199030256,0.0,0.0,0.0,0.0,-3.7608791197367517e-08
2024/05/14/15:11:18.213675,28697,1715713878,213553813,base_link,-0.00012482670954009725,0.0,0.0,0.0,0.0,-3.750831582372841e-11
2024/05/14/15:11:18.233575,28698,1715713878,233305992,base_link,-0.00013022574769473895,0.0,0.0,0.0,0.0,1.4571941006302892e-08
2024/05/14/15:11:18.253783,28699,1715713878,253424780,base_link,-0.0001334843032097394,0.0,0.0,0.0,0.0,2.2115868909939012e-08
2024/05/14/15:11:18.274147,28700,1715713878,273612195,base_link,-0.00013550927848135944,0.0,0.0,0.0,0.0,2.6576427085035536e-08
2024/05/14/15:11:18.293674,28701,1715713878,293385349,base_link,-0.00011201681299899909,0.0,0.0,0.0,0.0,8.810341404879185e-09
2024/05/14/15:11:18.313806,28702,1715713878,313508375,base_link,-0.00013071968313719658,0.0,0.0,0.0,0.0,8.173749380490068e-08
2024/05/14/15:11:18.334000,28703,1715713878,333371215,base_link,-0.00014126762813729976,0.0,0.0,0.0,0.0,1.0945724010328252e-07
2024/05/14/15:11:18.353409,28704,1715713878,353131540,base_link,-0.0001475542389730636,0.0,0.0,0.0,0.0,1.2328575518146823e-07
2024/05/14/15:11:18.373524,28705,1715713878,373195036,base_link,-0.00015139462749646766,0.0,0.0,0.0,0.0,1.310671500843492e-07
2024/05/14/15:11:18.393789,28706,1715713878,393315065,base_link,-0.00012590883975269662,0.0,0.0,0.0,0.0,4.063314433659018e-08
2024/05/14/15:11:18.413877,28707,1715713878,413580207,base_link,-0.0001244579325758088,0.0,0.0,0.0,0.0,-4.191485844971992e-08
2024/05/14/15:11:18.433573,28708,1715713878,433160089,base_link,-0.00012372832305157443,0.0,0.0,0.0,0.0,-7.378215088678717e-08
2024/05/14/15:11:18.453664,28709,1715713878,453182925,base_link,-0.0001233630978408783,0.0,0.0,0.0,0.0,-9.006154658555504e-08
2024/05/14/15:11:18.473874,28710,1715713878,473519618,base_link,-0.0001231979209193241,0.0,0.0,0.0,0.0,-9.954377421760807e-08
2024/05/14/15:11:18.493691,28711,1715713878,493366742,base_link,-0.00010085600509801774,0.0,0.0,0.0,0.0,-3.158283434102266e-08
2024/05/14/15:11:18.513493,28712,1715713878,513208234,base_link,-9.549278265876125e-05,0.0,0.0,0.0,0.0,3.142364618978711e-08
2024/05/14/15:11:18.534820,28713,1715713878,533880860,base_link,-9.290657778752337e-05,0.0,0.0,0.0,0.0,5.568851510983761e-08
2024/05/14/15:11:18.553914,28714,1715713878,553545627,base_link,-9.172074643824468e-05,0.0,0.0,0.0,0.0,6.803943743949097e-08
2024/05/14/15:11:18.573590,28715,1715713878,573294717,base_link,-9.130179825199632e-05,0.0,0.0,0.0,0.0,7.519664796123872e-08
2024/05/14/15:11:18.593339,28716,1715713878,593052619,base_link,-7.479256828017182e-05,0.0,0.0,0.0,0.0,2.3847435647289242e-08
2024/05/14/15:11:18.613906,28717,1715713878,613580055,base_link,-8.212154873191937e-05,0.0,0.0,0.0,0.0,7.202010299101209e-08
2024/05/14/15:11:18.634192,28718,1715713878,633608375,base_link,-8.707921938264052e-05,0.0,0.0,0.0,0.0,9.017094965382854e-08
2024/05/14/15:11:18.653469,28719,1715713878,653186715,base_link,-9.070648245553765e-05,0.0,0.0,0.0,0.0,9.910155091081289e-08
2024/05/14/15:11:18.673405,28720,1715713878,673167134,base_link,-9.350353336097125e-05,0.0,0.0,0.0,0.0,1.0402210290510405e-07
2024/05/14/15:11:18.693960,28721,1715713878,693273290,base_link,-7.841113496228654e-05,0.0,0.0,0.0,0.0,3.199706343970692e-08
2024/05/14/15:11:18.713378,28722,1715713878,713161959,base_link,-0.00010270698220559064,0.0,0.0,0.0,0.0,3.176437455868419e-09
2024/05/14/15:11:18.734914,28723,1715713878,733543189,base_link,-0.00011719192309970815,0.0,0.0,0.0,0.0,-8.120919646717534e-09
2024/05/14/15:11:18.753358,28724,1715713878,752998623,base_link,-0.00012646490581219366,0.0,0.0,0.0,0.0,-1.4023405182903913e-08
2024/05/14/15:11:18.773997,28725,1715713878,773653558,base_link,-0.0001326839340797237,0.0,0.0,0.0,0.0,-1.7569401185485838e-08
2024/05/14/15:11:18.794156,28726,1715713878,793805999,base_link,-0.00011219031409937202,0.0,0.0,0.0,0.0,-5.952823741206782e-09
2024/05/14/15:11:18.813640,28727,1715713878,813441621,base_link,-8.62516435109548e-05,0.0,0.0,0.0,0.0,-1.4541193355059176e-08
2024/05/14/15:11:18.834215,28728,1715713878,833583247,base_link,-7.221381627050356e-05,0.0,0.0,0.0,0.0,-1.780667891669745e-08
2024/05/14/15:11:18.853508,28729,1715713878,853199478,base_link,-6.43254072142946e-05,0.0,0.0,0.0,0.0,-1.9436481131875377e-08
2024/05/14/15:11:18.873560,28730,1715713878,873171660,base_link,-5.991637755501665e-05,0.0,0.0,0.0,0.0,-2.035417821911083e-08
2024/05/14/15:11:18.893701,28731,1715713878,893312107,base_link,-4.717118705649788e-05,0.0,0.0,0.0,0.0,-6.258557388846539e-09
2024/05/14/15:11:18.913454,28732,1715713878,913133669,base_link,-7.566830545394594e-05,0.0,0.0,0.0,0.0,8.536464705429807e-08
2024/05/14/15:11:18.933566,28733,1715713878,933175587,base_link,-9.300004258121157e-05,0.0,0.0,0.0,0.0,1.2034128904787803e-07
2024/05/14/15:11:18.953499,28734,1715713878,953094259,base_link,-0.0001043606945857338,0.0,0.0,0.0,0.0,1.3790711080887577e-07
2024/05/14/15:11:18.973464,28735,1715713878,973147344,base_link,-0.00011219421636184161,0.0,0.0,0.0,0.0,1.4789012612606668e-07
2024/05/14/15:11:18.994992,28736,1715713878,993549957,base_link,-9.647161629735998e-05,0.0,0.0,0.0,0.0,4.608921771753199e-08
2024/05/14/15:11:19.013900,28737,1715713879,13272041,base_link,-7.700787385301999e-05,0.0,0.0,0.0,0.0,-7.10625040432452e-08
2024/05/14/15:11:19.033712,28738,1715713879,33103502,base_link,-6.67311877823688e-05,0.0,0.0,0.0,0.0,-1.1617734780295188e-07
2024/05/14/15:11:19.053331,28739,1715713879,52912600,base_link,-6.117477948219832e-05,0.0,0.0,0.0,0.0,-1.391391006222051e-07
2024/05/14/15:11:19.073549,28740,1715713879,73230126,base_link,-5.826932174537803e-05,0.0,0.0,0.0,0.0,-1.5244347958866013e-07
2024/05/14/15:11:19.093484,28741,1715713879,93061024,base_link,-4.6633644282857194e-05,0.0,0.0,0.0,0.0,-4.812066134721111e-08
2024/05/14/15:11:19.113830,28742,1715713879,113375808,base_link,-5.468971193313949e-05,0.0,0.0,0.0,0.0,2.2272562421007515e-08
2024/05/14/15:11:19.133452,28743,1715713879,133154641,base_link,-6.070336011458258e-05,0.0,0.0,0.0,0.0,4.949198937398946e-08
2024/05/14/15:11:19.153540,28744,1715713879,153154585,base_link,-6.5488360501694e-05,0.0,0.0,0.0,0.0,6.343111267075029e-08
2024/05/14/15:11:19.173653,28745,1715713879,173322860,base_link,-6.945046173807176e-05,0.0,0.0,0.0,0.0,7.157829215842962e-08
2024/05/14/15:11:19.193630,28746,1715713879,193326677,base_link,-5.9638254930480535e-05,0.0,0.0,0.0,0.0,2.296605629602969e-08
2024/05/14/15:11:19.213540,28747,1715713879,213209338,base_link,-8.765884270826384e-05,0.0,0.0,0.0,0.0,-2.069675352238153e-08
2024/05/14/15:11:19.233872,28748,1715713879,233519351,base_link,-0.00010446075048078628,0.0,0.0,0.0,0.0,-3.758007435535397e-08
2024/05/14/15:11:19.253685,28749,1715713879,253096047,base_link,-0.00011529200817365572,0.0,0.0,0.0,0.0,-4.622594172948578e-08
2024/05/14/15:11:19.273665,28750,1715713879,273401384,base_link,-0.00012261700542374134,0.0,0.0,0.0,0.0,-5.127916272331055e-08
2024/05/14/15:11:19.293524,28751,1715713879,293044901,base_link,-0.00010461445309380134,0.0,0.0,0.0,0.0,-1.6305665053363555e-08
2024/05/14/15:11:19.313345,28752,1715713879,313081490,base_link,-8.242365917947448e-05,0.0,0.0,0.0,0.0,3.5582515644289175e-08
2024/05/14/15:11:19.333749,28753,1715713879,333326974,base_link,-7.051254825458358e-05,0.0,0.0,0.0,0.0,5.548296080865818e-08
2024/05/14/15:11:19.353144,28754,1715713879,352990339,base_link,-6.39028517109648e-05,0.0,0.0,0.0,0.0,6.554891367656713e-08
2024/05/14/15:11:19.373993,28755,1715713879,373423345,base_link,-6.0285112792522355e-05,0.0,0.0,0.0,0.0,7.132957697587052e-08
2024/05/14/15:11:19.393291,28756,1715713879,393044242,base_link,-4.7876630505025265e-05,0.0,0.0,0.0,0.0,2.241996449153187e-08
2024/05/14/15:11:19.413356,28757,1715713879,413088530,base_link,-8.493635370793473e-05,0.0,0.0,0.0,0.0,-2.0873653898296944e-08
2024/05/14/15:11:19.435308,28758,1715713879,433555545,base_link,-0.00010688005780381004,0.0,0.0,0.0,0.0,-3.7609414496391564e-08
2024/05/14/15:11:19.453272,28759,1715713879,452961608,base_link,-0.0001208127468154404,0.0,0.0,0.0,0.0,-4.617604188778052e-08
2024/05/14/15:11:19.473351,28760,1715713879,473086880,base_link,-0.00013006517722168167,0.0,0.0,0.0,0.0,-5.11799322632332e-08
2024/05/14/15:11:19.493880,28761,1715713879,493484768,base_link,-0.00011170302416787801,0.0,0.0,0.0,0.0,-1.626589290262151e-08
2024/05/14/15:11:19.513366,28762,1715713879,513073250,base_link,-0.00010463738475532979,0.0,0.0,0.0,0.0,1.9621175809278072e-08
2024/05/14/15:11:19.535504,28763,1715713879,533579954,base_link,-0.00010103146696383293,0.0,0.0,0.0,0.0,3.3415178673011916e-08
2024/05/14/15:11:19.553544,28764,1715713879,553217083,base_link,-9.918897785951776e-05,0.0,0.0,0.0,0.0,4.0415853228342664e-08
2024/05/14/15:11:19.573392,28765,1715713879,573112956,base_link,-9.832634709529705e-05,0.0,0.0,0.0,0.0,4.445569552921662e-08
2024/05/14/15:11:19.594122,28766,1715713879,593827877,base_link,-8.029168677677143e-05,0.0,0.0,0.0,0.0,1.4058418393016677e-08
2024/05/14/15:11:19.613543,28767,1715713879,613229935,base_link,-9.516092834406326e-05,0.0,0.0,0.0,0.0,-3.18982323646182e-08
2024/05/14/15:11:19.634256,28768,1715713879,633717055,base_link,-0.00010414744472742206,0.0,0.0,0.0,0.0,-4.95809088993376e-08
2024/05/14/15:11:19.653516,28769,1715713879,653304071,base_link,-0.0001099937109255172,0.0,0.0,0.0,0.0,-5.8569082839839645e-08
2024/05/14/15:11:19.673387,28770,1715713879,673150771,base_link,-0.000113989122017305,0.0,0.0,0.0,0.0,-6.376732614117093e-08
2024/05/14/15:11:19.693561,28771,1715713879,693293643,base_link,-9.566986895023793e-05,0.0,0.0,0.0,0.0,-2.005824017059977e-08
2024/05/14/15:11:19.713466,28772,1715713879,713194229,base_link,-0.00010699540950215618,0.0,0.0,0.0,0.0,-3.912997589317223e-08
2024/05/14/15:11:19.733696,28773,1715713879,733268215,base_link,-0.0001137213924360904,0.0,0.0,0.0,0.0,-4.627479029576163e-08
2024/05/14/15:11:19.753402,28774,1715713879,753100649,base_link,-0.0001180057259261076,0.0,0.0,0.0,0.0,-4.97578011116162e-08
2024/05/14/15:11:19.773455,28775,1715713879,773155040,base_link,-0.00012086068709269988,0.0,0.0,0.0,0.0,-5.164913275880367e-08
2024/05/14/15:11:19.793588,28776,1715713879,793326949,base_link,-0.00010058738982531584,0.0,0.0,0.0,0.0,-1.578450488427222e-08
2024/05/14/15:11:19.813417,28777,1715713879,813079862,base_link,-0.00010793006129392536,0.0,0.0,0.0,0.0,-1.1307516814877478e-08
2024/05/14/15:11:19.835311,28778,1715713879,833400808,base_link,-0.00011238278007182984,0.0,0.0,0.0,0.0,-9.501633399410667e-09
2024/05/14/15:11:19.853438,28779,1715713879,853127603,base_link,-0.00011528972467883043,0.0,0.0,0.0,0.0,-8.519623871863078e-09
2024/05/14/15:11:19.873755,28780,1715713879,873184582,base_link,-0.00011728338972919128,0.0,0.0,0.0,0.0,-7.89865790031969e-09
2024/05/14/15:11:19.893362,28781,1715713879,893033348,base_link,-9.721195794396063e-05,0.0,0.0,0.0,0.0,-2.2362974501515898e-09
2024/05/14/15:11:19.913505,28782,1715713879,913172219,base_link,-9.769102078979169e-05,0.0,0.0,0.0,0.0,5.300154009635103e-08
2024/05/14/15:11:19.933274,28783,1715713879,933004869,base_link,-9.840448912308413e-05,0.0,0.0,0.0,0.0,7.40666406621642e-08
2024/05/14/15:11:19.953345,28784,1715713879,953036388,base_link,-9.918988273402681e-05,0.0,0.0,0.0,0.0,8.46290904966178e-08
2024/05/14/15:11:19.973591,28785,1715713879,973129753,base_link,-9.997971194489612e-05,0.0,0.0,0.0,0.0,9.061789376626431e-08
2024/05/14/15:11:19.993463,28786,1715713879,993201421,base_link,-8.250766492861873e-05,0.0,0.0,0.0,0.0,2.8213709742934577e-08
2024/05/14/15:11:20.013687,28787,1715713880,13425689,base_link,-9.436336793493284e-05,0.0,0.0,0.0,0.0,-1.2138048521591318e-07
2024/05/14/15:11:20.033870,28788,1715713880,33583766,base_link,-0.00010181648725613122,0.0,0.0,0.0,0.0,-1.7872973582495927e-07
2024/05/14/15:11:20.053837,28789,1715713880,53535518,base_link,-0.00010688429467413675,0.0,0.0,0.0,0.0,-2.0771923823780312e-07
2024/05/14/15:11:20.073851,28790,1715713880,73549188,base_link,-0.0001105211094671395,0.0,0.0,0.0,0.0,-2.2435167893425507e-07
2024/05/14/15:11:20.093304,28791,1715713880,93144442,base_link,-9.273792353674365e-05,0.0,0.0,0.0,0.0,-7.022876917210915e-08
2024/05/14/15:11:20.113467,28792,1715713880,113108440,base_link,-0.00011271909651889179,0.0,0.0,0.0,0.0,-1.2184315567647812e-07
2024/05/14/15:11:20.135318,28793,1715713880,133854542,base_link,-0.00012441700876670504,0.0,0.0,0.0,0.0,-1.4099835781648664e-07
2024/05/14/15:11:20.153392,28794,1715713880,153077102,base_link,-0.00013173923966858388,0.0,0.0,0.0,0.0,-1.501933741216049e-07
2024/05/14/15:11:20.177337,28795,1715713880,173184381,base_link,-0.00013651527310719794,0.0,0.0,0.0,0.0,-1.5506318704992858e-07
2024/05/14/15:11:20.193470,28796,1715713880,192915032,base_link,-0.0001144178905069976,0.0,0.0,0.0,0.0,-4.721852087215711e-08
2024/05/14/15:11:20.213393,28797,1715713880,212909877,base_link,-0.00010161168197848894,0.0,0.0,0.0,0.0,-3.153989032595313e-08
2024/05/14/15:11:20.233528,28798,1715713880,233188312,base_link,-8.725962868068521e-05,0.0,0.0,0.0,0.0,1.821819401917079e-08
2024/05/14/15:11:20.253520,28799,1715713880,253266014,base_link,-7.890468383298144e-05,0.0,0.0,0.0,0.0,4.4170530668012436e-08
2024/05/14/15:11:20.273425,28800,1715713880,273122670,base_link,-7.396380904434573e-05,0.0,0.0,0.0,0.0,5.972611373117793e-08
2024/05/14/15:11:20.294269,28801,1715713880,293296682,base_link,-5.822207514725326e-05,0.0,0.0,0.0,0.0,2.091027492956529e-08
2024/05/14/15:11:20.313497,28802,1715713880,313209805,base_link,-8.770780159398237e-05,0.0,0.0,0.0,0.0,5.1534404461295447e-08
2024/05/14/15:11:20.334751,28803,1715713880,333641265,base_link,-0.0001053339715858109,0.0,0.0,0.0,0.0,6.301466067012074e-08
2024/05/14/15:11:20.353453,28804,1715713880,353156099,base_link,-0.00011665744260989863,0.0,0.0,0.0,0.0,6.861725498687063e-08
2024/05/14/15:11:20.373499,28805,1715713880,373087873,base_link,-0.00012428566377934257,0.0,0.0,0.0,0.0,7.166491499978743e-08
2024/05/14/15:11:20.395139,28806,1715713880,393316983,base_link,-0.00010613548429843671,0.0,0.0,0.0,0.0,2.1974279452604288e-08
2024/05/14/15:11:20.413508,28807,1715713880,413311887,base_link,-9.552854383689582e-05,0.0,0.0,0.0,0.0,1.4743501500184221e-08
2024/05/14/15:11:20.433838,28808,1715713880,433210625,base_link,-7.889063492939722e-05,0.0,0.0,0.0,0.0,-1.4208375394185004e-08
2024/05/14/15:11:20.453263,28809,1715713880,452926005,base_link,-6.921056648770303e-05,0.0,0.0,0.0,0.0,-2.9324874921785907e-08
2024/05/14/15:11:20.473345,28810,1715713880,472977491,base_link,-6.348948244105537e-05,0.0,0.0,0.0,0.0,-3.839848410319914e-08
2024/05/14/15:11:20.493403,28811,1715713880,493135196,base_link,-4.9274101395177684e-05,0.0,0.0,0.0,0.0,-1.3266343972378082e-08
2024/05/14/15:11:20.513174,28812,1715713880,512938372,base_link,-8.184826836540965e-05,0.0,0.0,0.0,0.0,5.6471351597499886e-08
2024/05/14/15:11:20.533594,28813,1715713880,533186483,base_link,-0.00010115223192725181,0.0,0.0,0.0,0.0,8.315737703242805e-08
2024/05/14/15:11:20.553421,28814,1715713880,553038490,base_link,-0.00011342538098565647,0.0,0.0,0.0,0.0,9.660924034445252e-08
2024/05/14/15:11:20.573448,28815,1715713880,573096530,base_link,-0.0001215916264339345,0.0,0.0,0.0,0.0,1.0429589339942186e-07
2024/05/14/15:11:20.593337,28816,1715713880,593065337,base_link,-0.00010416729503967217,0.0,0.0,0.0,0.0,3.2631196373721914e-08
2024/05/14/15:11:20.613473,28817,1715713880,613186626,base_link,-0.00010662386987755506,0.0,0.0,0.0,0.0,5.881242625086053e-09
2024/05/14/15:11:20.633807,28818,1715713880,633470876,base_link,-0.00010842488982618233,0.0,0.0,0.0,0.0,-4.625945925403153e-09
2024/05/14/15:11:20.653295,28819,1715713880,652962698,base_link,-0.00010983551378577564,0.0,0.0,0.0,0.0,-1.0131840605304284e-08
2024/05/14/15:11:20.673426,28820,1715713880,673101497,base_link,-0.00011098723127208589,0.0,0.0,0.0,0.0,-1.3452660344285765e-08
2024/05/14/15:11:20.693605,28821,1715713880,693341360,base_link,-9.168835523751302e-05,0.0,0.0,0.0,0.0,-4.679445583647405e-09
2024/05/14/15:11:20.713368,28822,1715713880,713050106,base_link,-9.248322054089619e-05,0.0,0.0,0.0,0.0,-3.4155703912761446e-08
2024/05/14/15:11:20.733802,28823,1715713880,733209676,base_link,-9.341780924091479e-05,0.0,0.0,0.0,0.0,-4.539500011451437e-08
2024/05/14/15:11:20.753350,28824,1715713880,753112031,base_link,-9.436992021529645e-05,0.0,0.0,0.0,0.0,-5.102937898988463e-08
2024/05/14/15:11:20.774194,28825,1715713880,773360349,base_link,-9.529170492222155e-05,0.0,0.0,0.0,0.0,-5.42229770421073e-08
2024/05/14/15:11:20.793576,28826,1715713880,793354982,base_link,-7.875677381260505e-05,0.0,0.0,0.0,0.0,-1.6811739131273945e-08
2024/05/14/15:11:20.813713,28827,1715713880,813480526,base_link,-9.249396667149971e-05,0.0,0.0,0.0,0.0,2.9858097890664325e-08
2024/05/14/15:11:20.833454,28828,1715713880,833174892,base_link,-0.00010081448516312072,0.0,0.0,0.0,0.0,4.7772875102430136e-08
2024/05/14/15:11:20.853460,28829,1715713880,853181515,base_link,-0.00010624146840952882,0.0,0.0,0.0,0.0,5.6846590131625685e-08
2024/05/14/15:11:20.874191,28830,1715713880,873663401,base_link,-0.00010996149611187033,0.0,0.0,0.0,0.0,6.2067551276033e-08
2024/05/14/15:11:20.893431,28831,1715713880,893072354,base_link,-9.221927430700026e-05,0.0,0.0,0.0,0.0,1.9546463387790345e-08
2024/05/14/15:11:20.913411,28832,1715713880,913183472,base_link,-9.230195563564441e-05,0.0,0.0,0.0,0.0,-5.098432266341284e-08
2024/05/14/15:11:20.935452,28833,1715713880,933173907,base_link,-9.364438894360706e-05,0.0,0.0,0.0,0.0,-7.809229387594336e-08
2024/05/14/15:11:20.953422,28834,1715713880,953103591,base_link,-9.549433092807774e-05,0.0,0.0,0.0,0.0,-9.184907773187238e-08
2024/05/14/15:11:20.973547,28835,1715713880,973180207,base_link,-9.752696454320102e-05,0.0,0.0,0.0,0.0,-9.978719733322655e-08
2024/05/14/15:11:20.993197,28836,1715713880,992955960,base_link,-8.156145177030479e-05,0.0,0.0,0.0,0.0,-3.1347291093556e-08
2024/05/14/15:11:21.013535,28837,1715713881,13304152,base_link,-4.633484610898663e-05,0.0,0.0,0.0,0.0,-5.834278307103525e-08
2024/05/14/15:11:21.033449,28838,1715713881,33150784,base_link,-2.8263766424705853e-05,0.0,0.0,0.0,0.0,-6.842733595281518e-08
2024/05/14/15:11:21.053720,28839,1715713881,53458801,base_link,-1.8940145541762603e-05,0.0,0.0,0.0,0.0,-7.332113440175643e-08
2024/05/14/15:11:21.073925,28840,1715713881,73528632,base_link,-1.4482883498483223e-05,0.0,0.0,0.0,0.0,-7.59595386766454e-08
2024/05/14/15:11:21.093662,28841,1715713881,93412629,base_link,-1.055403459226137e-05,0.0,0.0,0.0,0.0,-2.318459748699009e-08
2024/05/14/15:11:21.113351,28842,1715713881,113027992,base_link,-7.11844769362308e-05,0.0,0.0,0.0,0.0,1.1741694032058212e-08
2024/05/14/15:11:21.134280,28843,1715713881,133631129,base_link,-0.0001074092289013095,0.0,0.0,0.0,0.0,2.520500789226134e-08
2024/05/14/15:11:21.153470,28844,1715713881,153138426,base_link,-0.0001306709579001174,0.0,0.0,0.0,0.0,3.206791105432963e-08
2024/05/14/15:11:21.173620,28845,1715713881,173261298,base_link,-0.00014633640188852686,0.0,0.0,0.0,0.0,3.605332609305191e-08
2024/05/14/15:11:21.194122,28846,1715713881,193809077,base_link,-0.0001287726256517641,0.0,0.0,0.0,0.0,1.1538859251698877e-08
2024/05/14/15:11:21.213622,28847,1715713881,213257601,base_link,-0.00015092855987952034,0.0,0.0,0.0,0.0,6.939792037013454e-09
2024/05/14/15:11:21.233551,28848,1715713881,233286084,base_link,-0.00016364677992429554,0.0,0.0,0.0,0.0,5.042877231935572e-09
2024/05/14/15:11:21.253382,28849,1715713881,253004742,base_link,-0.00017141065027034735,0.0,0.0,0.0,0.0,3.980791444065521e-09
2024/05/14/15:11:21.273379,28850,1715713881,272885938,base_link,-0.0001763132776676721,0.0,0.0,0.0,0.0,3.285621683718758e-09
2024/05/14/15:11:21.293682,28851,1715713881,292937722,base_link,-0.00014696660113441438,0.0,0.0,0.0,0.0,8.338862806698573e-10
2024/05/14/15:11:21.313510,28852,1715713881,313226110,base_link,-0.00012996119022559894,0.0,0.0,0.0,0.0,4.75986497706363e-10
2024/05/14/15:11:21.333899,28853,1715713881,333600949,base_link,-0.00012383618251675122,0.0,0.0,0.0,0.0,-6.00786490520701e-08
2024/05/14/15:11:21.353336,28854,1715713881,353027062,base_link,-0.00012033285161345156,0.0,0.0,0.0,0.0,-9.148060498501703e-08
2024/05/14/15:11:21.373394,28855,1715713881,373126915,base_link,-0.00011831383096473679,0.0,0.0,0.0,0.0,-1.1015678917438328e-07
2024/05/14/15:11:21.394295,28856,1715713881,393774269,base_link,-9.597404426097406e-05,0.0,0.0,0.0,0.0,-3.658174642782159e-08
2024/05/14/15:11:21.413689,28857,1715713881,413377072,base_link,-0.00010435155898615476,0.0,0.0,0.0,0.0,5.71771914798055e-08
