time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.brake_pedal
2024/05/14/15:11:17.583297,59071,1715713877,582931338,,0.25600001215934753
2024/05/14/15:11:17.593321,59072,1715713877,592990534,,0.25600001215934753
2024/05/14/15:11:17.603258,59073,1715713877,602930653,,0.25600001215934753
2024/05/14/15:11:17.614893,59074,1715713877,612952059,,0.25600001215934753
2024/05/14/15:11:17.623306,59075,1715713877,623010178,,0.25600001215934753
2024/05/14/15:11:17.634903,59076,1715713877,632952295,,0.25600001215934753
2024/05/14/15:11:17.647874,59077,1715713877,642950847,,0.25600001215934753
2024/05/14/15:11:17.655091,59078,1715713877,652955323,,0.25600001215934753
2024/05/14/15:11:17.663374,59079,1715713877,662950312,,0.25600001215934753
2024/05/14/15:11:17.685408,59080,1715713877,672956768,,0.25600001215934753
2024/05/14/15:11:17.685412,59081,1715713877,682946716,,0.25600001215934753
2024/05/14/15:11:17.693455,59082,1715713877,693008184,,0.25600001215934753
2024/05/14/15:11:17.704345,59083,1715713877,702946369,,0.25600001215934753
2024/05/14/15:11:17.713636,59084,1715713877,712979587,,0.25600001215934753
2024/05/14/15:11:17.727604,59085,1715713877,722974106,,0.25600001215934753
2024/05/14/15:11:17.735207,59086,1715713877,734364437,,0.25600001215934753
2024/05/14/15:11:17.743287,59087,1715713877,742980709,,0.25600001215934753
2024/05/14/15:11:17.753705,59088,1715713877,753001547,,0.25600001215934753
2024/05/14/15:11:17.763369,59089,1715713877,762967843,,0.25600001215934753
2024/05/14/15:11:17.773285,59090,1715713877,772969363,,0.25600001215934753
2024/05/14/15:11:17.783304,59091,1715713877,782966085,,0.25600001215934753
2024/05/14/15:11:17.793394,59092,1715713877,792996632,,0.25600001215934753
2024/05/14/15:11:17.803322,59093,1715713877,802968120,,0.25600001215934753
2024/05/14/15:11:17.813404,59094,1715713877,812987393,,0.25600001215934753
2024/05/14/15:11:17.826746,59095,1715713877,822997498,,0.25600001215934753
2024/05/14/15:11:17.833527,59096,1715713877,833014586,,0.25600001215934753
2024/05/14/15:11:17.843379,59097,1715713877,843009632,,0.25600001215934753
2024/05/14/15:11:17.853310,59098,1715713877,853042725,,0.25600001215934753
2024/05/14/15:11:17.863315,59099,1715713877,862988927,,0.25600001215934753
2024/05/14/15:11:17.873891,59100,1715713877,873196247,,0.25600001215934753
2024/05/14/15:11:17.883351,59101,1715713877,882980394,,0.25600001215934753
2024/05/14/15:11:17.893913,59102,1715713877,893049599,,0.25600001215934753
2024/05/14/15:11:17.903292,59103,1715713877,902982972,,0.25600001215934753
2024/05/14/15:11:17.913410,59104,1715713877,913037155,,0.25600001215934753
2024/05/14/15:11:17.923465,59105,1715713877,923007998,,0.25600001215934753
2024/05/14/15:11:17.934235,59106,1715713877,933110697,,0.25600001215934753
2024/05/14/15:11:17.943614,59107,1715713877,943007048,,0.25600001215934753
2024/05/14/15:11:17.953564,59108,1715713877,953005656,,0.25600001215934753
2024/05/14/15:11:17.963424,59109,1715713877,963019360,,0.25600001215934753
2024/05/14/15:11:17.973426,59110,1715713877,973008555,,0.25600001215934753
2024/05/14/15:11:17.983318,59111,1715713877,983004719,,0.25600001215934753
2024/05/14/15:11:17.993389,59112,1715713877,993006454,,0.25600001215934753
2024/05/14/15:11:18.003394,59113,1715713878,3028246,,0.25600001215934753
2024/05/14/15:11:18.013328,59114,1715713878,13055671,,0.25600001215934753
2024/05/14/15:11:18.023560,59115,1715713878,23062175,,0.25600001215934753
2024/05/14/15:11:18.038800,59116,1715713878,37561752,,0.25600001215934753
2024/05/14/15:11:18.043407,59117,1715713878,43048423,,0.25600001215934753
2024/05/14/15:11:18.053435,59118,1715713878,53044320,,0.25600001215934753
2024/05/14/15:11:18.063412,59119,1715713878,63023631,,0.25600001215934753
2024/05/14/15:11:18.073657,59120,1715713878,73061186,,0.25600001215934753
2024/05/14/15:11:18.083351,59121,1715713878,83023223,,0.25600001215934753
2024/05/14/15:11:18.094021,59122,1715713878,93046997,,0.25600001215934753
2024/05/14/15:11:18.103374,59123,1715713878,103044490,,0.25600001215934753
2024/05/14/15:11:18.113503,59124,1715713878,113078000,,0.25600001215934753
2024/05/14/15:11:18.123437,59125,1715713878,123045107,,0.25600001215934753
2024/05/14/15:11:18.134181,59126,1715713878,133093300,,0.25600001215934753
2024/05/14/15:11:18.143380,59127,1715713878,143047855,,0.25600001215934753
2024/05/14/15:11:18.153768,59128,1715713878,153072730,,0.25600001215934753
2024/05/14/15:11:18.163401,59129,1715713878,163052682,,0.25600001215934753
2024/05/14/15:11:18.173660,59130,1715713878,173047098,,0.25600001215934753
2024/05/14/15:11:18.183311,59131,1715713878,183043291,,0.25600001215934753
2024/05/14/15:11:18.193356,59132,1715713878,193043939,,0.25600001215934753
2024/05/14/15:11:18.203442,59133,1715713878,203078956,,0.25600001215934753
2024/05/14/15:11:18.213419,59134,1715713878,213063012,,0.25600001215934753
2024/05/14/15:11:18.223376,59135,1715713878,223065551,,0.25600001215934753
2024/05/14/15:11:18.233334,59136,1715713878,233065723,,0.25600001215934753
2024/05/14/15:11:18.243351,59137,1715713878,243067293,,0.25600001215934753
2024/05/14/15:11:18.253401,59138,1715713878,253073876,,0.25600001215934753
2024/05/14/15:11:18.263363,59139,1715713878,263078522,,0.25600001215934753
2024/05/14/15:11:18.273545,59140,1715713878,273069283,,0.25600001215934753
2024/05/14/15:11:18.283364,59141,1715713878,283065356,,0.25600001215934753
2024/05/14/15:11:18.293371,59142,1715713878,293089989,,0.25600001215934753
2024/05/14/15:11:18.303490,59143,1715713878,303082464,,0.25600001215934753
2024/05/14/15:11:18.313333,59144,1715713878,313066039,,0.25600001215934753
2024/05/14/15:11:18.323498,59145,1715713878,323134648,,0.25600001215934753
2024/05/14/15:11:18.333420,59146,1715713878,333091242,,0.25600001215934753
