time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2024/05/14/15:11:17.638150,59419,1715713877,635543099,gps,0.01661803532786938,-0.010423628018823666,-0.9446482001462573,0.3274980409730772,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",-0.0007461460417128295,-0.0003444551458312715,-3.0250699441131725e-05,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.009581358054935565,0.001899277923837978,0.0004609269533134,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.647035,59420,1715713877,642311775,gps,0.01661803532786938,-0.010423628018823666,-0.9446482001462573,0.3274980409730772,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.0003912805241638526,0.0008026121017406728,0.0010087987324806677,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",-0.01771158019339643,0.008686985314768077,-0.004040121241796766,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.660342,59421,1715713877,658953748,gps,0.016612360650590307,-0.010436913553825873,-0.9446497800157946,0.32749334867321456,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.00048525720924004343,0.0007600707156798467,-0.0003059619578796331,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.02460811966988185,-0.038091929340787416,0.006769367548723705,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.663586,59422,1715713877,663482315,gps,0.016612360650590307,-0.010436913553825873,-0.9446497800157946,0.32749334867321456,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",-0.00017328842639066736,-0.00033296382910019174,-0.001105702754047435,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.0054212206955863524,-0.007932256714789334,-0.02040868966973369,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.676735,59423,1715713877,673251952,gps,0.016622708424259038,-0.010433358442092856,-0.9446498605087165,0.32749270470824743,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",-0.0006829555582306106,0.0002363913154920617,-0.00024242863714596724,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.004078595873275355,0.0005233688708014794,0.018264497230526762,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.685104,59424,1715713877,682532656,gps,0.016622708424259038,-0.010433358442092856,-0.9446498605087165,0.32749270470824743,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.00017684783759747667,0.0005623341411046636,2.7994926061696883e-05,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.006120250134529228,0.004051556805148243,0.011318380524872771,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.693632,59425,1715713877,693562718,gps,0.016613423164637323,-0.010432247335683587,-0.9446487178631117,0.32749650719642653,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.0003215825494672479,-0.0009208302438039117,4.7668941284409546e-05,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.003407061880313479,-0.011674113963516326,-0.026714368274353275,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.701367,59426,1715713877,701251552,gps,0.016613423164637323,-0.010432247335683587,-0.9446487178631117,0.32749650719642653,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.0005300922893131765,-0.00015327705658438887,0.0005542798309001341,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",-0.004326816614984866,-0.002808076752318984,0.020080049349546554,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.712517,59427,1715713877,712423520,gps,0.016605912536374785,-0.010439050363572054,-0.9446490743347645,0.32749564310813906,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.0005777442095292713,0.0003795132916433953,-7.3934381144313e-05,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",-0.00707642379492063,-0.01754855131127569,-0.029742638915807914,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
2024/05/14/15:11:17.727448,59428,1715713877,722772543,gps,0.016605912536374785,-0.010439050363572054,-0.9446490743347645,0.32749564310813906,"(0.00017580797532057782, 0.0, 0.0, 0.0, 0.00017772223423043274, 0.0, 0.0, 0.0, 0.001426820501442952)",0.0007887772682096184,0.00035159815045055577,9.75921820439836e-05,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)",0.009764112397048396,-0.019305395926463582,0.03157274130957319,"(0.001, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.0, 0.001)"
