time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2024/05/14/15:47:21.013851,136837,1715716041,13600804,map,34.19972958276373,-3.859217233783837,-1.1068118810653687,0.0024007905020153536,0.016253155435600984,-0.13995501501624028,0.9900215477024505
2024/05/14/15:47:21.033325,136838,1715716041,33092639,map,34.19987802965709,-3.859264199694659,-1.1068118810653687,0.0024007813668155795,0.016253156784979465,-0.13995445856770083,0.9900216263649867
2024/05/14/15:47:21.054704,136839,1715716041,54365334,map,34.199676278230484,-3.859201717162883,-1.1082661151885986,0.002292909829757897,0.0162371942289907,-0.1399530598654374,0.9900223417289046
2024/05/14/15:47:21.073857,136840,1715716041,73554467,map,34.1994941311179,-3.8591457521526853,-1.1082661151885986,0.0022929135144899564,0.016237193708656637,-0.13995328453276665,0.9900223099691103
2024/05/14/15:47:21.094086,136841,1715716041,93704995,map,34.199328792553594,-3.859095377222316,-1.1082661151885986,0.00229291710090134,0.01623719320220596,-0.13995350320523836,0.990022279056721
2024/05/14/15:47:21.113930,136842,1715716041,113631957,map,34.1991781642619,-3.85904988822024,-1.1082661151885986,0.0022929205911864617,0.016237192709328864,-0.13995371601665152,0.9900222489728264
2024/05/14/15:47:21.133192,136843,1715716041,132930631,map,34.19904019115095,-3.8590086103915366,-1.1082661151885986,0.0022929239923900123,0.016237192229030594,-0.13995392339653845,0.9900222196567098
2024/05/14/15:47:21.159702,136844,1715716041,154322437,map,34.1992851070218,-3.859089631085619,-1.108096718788147,0.0024081920660187313,0.016218597624612904,-0.13995561544024576,0.9900220115779276
2024/05/14/15:47:21.173772,136845,1715716041,173479563,map,34.1995060412801,-3.859162673221743,-1.108096718788147,0.002408188755799147,0.016218598116125124,-0.13995541337652082,0.9900220401428806
2024/05/14/15:47:21.193851,136846,1715716041,193557660,map,34.19970641364194,-3.8592288714567347,-1.108096718788147,0.00240818553452408,0.016218598594429912,-0.13995521674218236,0.9900220679402622
2024/05/14/15:47:21.213852,136847,1715716041,213555579,map,34.19988882655005,-3.859289097700577,-1.108096718788147,0.002408182400492914,0.016218599059779824,-0.13995502543342064,0.9900220949847507
2024/05/14/15:47:21.233657,136848,1715716041,233403735,map,34.200055752730066,-3.8593441656633156,-1.108096718788147,0.0024081793468187494,0.01621859951319751,-0.13995483902984282,0.9900221213357786
2024/05/14/15:47:21.254839,136849,1715716041,254377561,map,34.20017894834396,-3.8593849644208036,-1.109039306640625,0.002306272802529929,0.01622499413657608,-0.1399531153897351,0.990022502857251
2024/05/14/15:47:21.273267,136850,1715716041,273015818,map,34.20029012362664,-3.859421761390452,-1.109039306640625,0.0023062713711127754,0.016224994340042247,-0.13995302804701057,0.9900225152043265
2024/05/14/15:47:21.293309,136851,1715716041,293035722,map,34.2003909743021,-3.8594551202260825,-1.109039306640625,0.0023062699781311396,0.01622499453804495,-0.13995294304955824,0.9900225272198584
2024/05/14/15:47:21.313116,136852,1715716041,312912633,map,34.200482685165426,-3.8594854434628405,-1.109039306640625,0.0023062686230963993,0.016224994730653645,-0.1399528603675632,0.9900225389080622
2024/05/14/15:47:21.333194,136853,1715716041,333024311,map,34.200566664508045,-3.8595131878932807,-1.109039306640625,0.00230626730259154,0.016224994918354045,-0.13995277979252482,0.9900225502984128
2024/05/14/15:47:21.353823,136854,1715716041,353512547,map,34.200165212195444,-3.8593814896706653,-1.1118260622024536,0.0023088864961198527,0.016249172460941305,-0.13995362505131542,0.9900220281753727
2024/05/14/15:47:21.373357,136855,1715716041,373097579,map,34.199803060227325,-3.859262866328579,-1.1118260622024536,0.0023089010847065924,0.016249170388005,-0.13995451389794877,0.9900219025239145
2024/05/14/15:47:21.393207,136856,1715716041,392985900,map,34.199474605285815,-3.8591554583295586,-1.1118260622024536,0.0023089152810132473,0.01624916837079613,-0.139955378843924,0.9900217802503823
2024/05/14/15:47:21.413255,136857,1715716041,413022179,map,34.19917562981936,-3.8590578502967254,-1.1118260622024536,0.002308929091901691,0.016249166408340704,-0.13995622030731808,0.9900216612957374
2024/05/14/15:47:21.433217,136858,1715716041,432934194,map,34.198902008474704,-3.8589686874856177,-1.1118260622024536,0.0023089425489132673,0.01624916449615782,-0.1399570402098673,0.99002154538837
2024/05/14/15:47:21.454315,136859,1715716041,453763670,map,34.19892492774146,-3.8589739510152556,-1.1110440492630005,0.0022688081352274948,0.0162783547453426,-0.13995619464811113,0.9900212781834794
2024/05/14/15:47:21.473431,136860,1715716041,473112990,map,34.1989456058137,-3.8589784746582745,-1.1110440492630005,0.002268806872563473,0.016278354921327315,-0.13995611785507714,0.9900212890394661
2024/05/14/15:47:21.493192,136861,1715716041,492972672,map,34.19896438802699,-3.858982371671235,-1.1110440492630005,0.0022688056435960953,0.016278355092615434,-0.13995604311141457,0.9900212996057338
2024/05/14/15:47:21.513232,136862,1715716041,512955389,map,34.19898165109165,-3.8589857620263506,-1.1110440492630005,0.002268804446934094,0.016278355259400887,-0.13995597033250892,0.9900213098942449
2024/05/14/15:47:21.533181,136863,1715716041,532963369,map,34.198997438142875,-3.858988667267372,-1.1110440492630005,0.002268803281297055,0.016278355421862126,-0.13995589944048756,0.990021319916008
2024/05/14/15:47:21.554168,136864,1715716041,553685005,map,34.19942718756863,-3.8591298417787248,-1.1084035634994507,0.0024013824120928543,0.016240385448524935,-0.13995738947513764,0.9900214201593311
2024/05/14/15:47:21.573267,136865,1715716041,572995023,map,34.199814864959926,-3.8592570178789387,-1.1084035634994507,0.0024013700563354132,0.016240387275502546,-0.13995663626244217,0.9900215266392426
2024/05/14/15:47:21.593253,136866,1715716041,593028778,map,34.20016646272402,-3.859372184682578,-1.1084035634994507,0.0024013580330009,0.016240389053317393,-0.1399559033144059,0.9900216302538257
2024/05/14/15:47:21.613267,136867,1715716041,613004436,map,34.20048644754851,-3.8594768435259033,-1.1084035634994507,0.0024013463363493056,0.016240390782818966,-0.139955190281115,0.9900217310525921
2024/05/14/15:47:21.633303,136868,1715716041,633054538,map,34.20077930666972,-3.85957246530597,-1.1084035634994507,0.0024013349394948367,0.01624039246798336,-0.1399544955235987,0.9900218292672789
2024/05/14/15:47:21.653573,136869,1715716041,653219166,map,34.20081529853367,-3.8595867272567017,-1.1080727577209473,0.0023372555181328273,0.01623073529081134,-0.13995341611321135,0.9900222935807076
2024/05/14/15:47:21.673349,136870,1715716041,673080437,map,34.20084777336187,-3.8595998122789994,-1.1080727577209473,0.0023372537268701787,0.01623073554875633,-0.13995330685199034,0.9900223090262942
2024/05/14/15:47:21.693238,136871,1715716041,693001477,map,34.200877200539914,-3.8596118778379034,-1.1080727577209473,0.0023372519840698727,0.016230735799722465,-0.13995320054681534,0.9900223240539909
2024/05/14/15:47:21.713236,136872,1715716041,712992365,map,34.20090378264622,-3.859623000198713,-1.1080727577209473,0.002337250289579599,0.016230736043731694,-0.13995309718839585,0.9900223386651122
2024/05/14/15:47:21.733257,136873,1715716041,733016374,map,34.20092813566252,-3.8596333721600877,-1.1080727577209473,0.0023372486382575827,0.01623073628152445,-0.1399529964631004,0.9900223529039948
2024/05/14/15:47:21.753132,136874,1715716041,752871844,map,34.2005819221336,-3.859521808738753,-1.107055902481079,0.002254794465783821,0.016239051848310555,-0.1399523722605896,0.9900224960048223
2024/05/14/15:47:21.773275,136875,1715716041,773002875,map,34.200269562464825,-3.859421506017904,-1.107055902481079,0.0022548058397908934,0.01623905026902413,-0.1399530656830238,0.9900223979804236
2024/05/14/15:47:21.793172,136876,1715716041,792927131,map,34.199986225111196,-3.8593308606790564,-1.107055902481079,0.002254816907989108,0.016239048732191615,-0.139953740461656,0.9900223025910964
2024/05/14/15:47:21.813734,136877,1715716041,813486264,map,34.19972828273161,-3.8592486551029337,-1.107055902481079,0.0022548276758320293,0.01623904723705642,-0.13995439692896575,0.9900222097898786
2024/05/14/15:47:21.833207,136878,1715716041,832947987,map,34.19996070932509,-3.8593256072292785,-1.1099528074264526,0.0022710070682572968,0.01622700414478732,-0.13995461174595894,0.9900223399067412
2024/05/14/15:47:21.853182,136879,1715716041,852913268,map,34.20016950593599,-3.859394703103982,-1.1099528074264526,0.00227100555317093,0.01622700435682712,-0.139954519309343,0.9900223529740486
2024/05/14/15:47:21.873180,136880,1715716041,872921085,map,34.20035820524521,-3.8594571118972687,-1.1099528074264526,0.002271004079566581,0.016227004563061278,-0.1399544294035777,0.9900223656835739
2024/05/14/15:47:21.893165,136881,1715716041,892930730,map,34.20052962147094,-3.859513767592121,-1.1099528074264526,0.002271002645552954,0.016227004763754493,-0.13995434191327363,0.9900223780516294
2024/05/14/15:47:21.913195,136882,1715716041,912971206,map,34.200685878369065,-3.8595653830628867,-1.1099528074264526,0.0022710012502132385,0.01622700495903509,-0.13995425678249546,0.9900223900861234
2024/05/14/15:47:21.933557,136883,1715716041,933338501,map,34.20054815145904,-3.8595149800110535,-1.1058783531188965,0.002520400954731318,0.016246692605395924,-0.13995907530232027,0.9900207825085958
2024/05/14/15:47:21.954089,136884,1715716041,953705628,map,34.200424401111235,-3.859469229445577,-1.1058783531188965,0.0025204164763838986,0.016246690197465136,-0.13996002114152017,0.9900206487950027
2024/05/14/15:47:21.973347,136885,1715716041,973124199,map,34.200312568783445,-3.8594274497201395,-1.1058783531188965,0.002520431574000598,0.016246687855302012,-0.13996094114135973,0.9900205187334442
2024/05/14/15:47:21.993246,136886,1715716041,993039302,map,34.200211006829115,-3.859389093831272,-1.1058783531188965,0.0025204462656296263,0.016246685576107846,-0.13996183640163753,0.9900203921685119
2024/05/14/15:47:22.013006,136887,1715716042,12794143,map,34.20011844202356,-3.8593537354476437,-1.1058783531188965,0.0025204605555270883,0.016246683359223482,-0.1399627071817058,0.9900202690636093
2024/05/14/15:47:22.033330,136888,1715716042,33118126,map,34.20003367328288,-3.8593209788637415,-1.1058783531188965,0.0025204744813116502,0.016246681198813926,-0.13996355577392336,0.9900201490947207
2024/05/14/15:47:22.053835,136889,1715716042,53487765,map,34.199496603015646,-3.859144217234838,-1.1096159219741821,0.0024604315895785586,0.016267686403613528,-0.13996260691701615,0.9900200893519583
2024/05/14/15:47:22.073611,136890,1715716042,73386358,map,34.199011147895256,-3.858984630947789,-1.1096159219741821,0.002460433057996524,0.0162676861815203,-0.13996269628210772,0.9900200767180983
2024/05/14/15:47:22.093267,136891,1715716042,92998499,map,34.198570091283216,-3.8588398241504005,-1.1096159219741821,0.002460434487571449,0.016267685965301815,-0.13996278328328676,0.9900200644184249
2024/05/14/15:47:22.113267,136892,1715716042,113011733,map,34.19816812673632,-3.8587080087124708,-1.1096159219741821,0.0024604358779564146,0.016267685755010558,-0.1399628678994403,0.9900200524559241
2024/05/14/15:47:22.133116,136893,1715716042,132931017,map,34.19779967294118,-3.8585873603018954,-1.1096159219741821,0.0024604372340933526,0.01626768554989909,-0.13996295043132492,0.9900200407880768
2024/05/14/15:47:22.153369,136894,1715716042,152989034,map,34.19797874331545,-3.8586460104246765,-1.107801079750061,0.002315070040689452,0.016253170519997213,-0.13996015635550513,0.9900210247927552
2024/05/14/15:47:22.173218,136895,1715716042,172990709,map,34.19814037760605,-3.858698864555571,-1.107801079750061,0.0023150610452663234,0.016253171801285275,-0.13995960842191824,0.9900211022544609
2024/05/14/15:47:22.193137,136896,1715716042,192909986,map,34.198287072655084,-3.8587467494208556,-1.107801079750061,0.0023150522916553016,0.016253173048125277,-0.13995907521770826,0.9900211776335688
2024/05/14/15:47:22.213239,136897,1715716042,212970625,map,34.19842089651394,-3.858790349070046,-1.107801079750061,0.00231504377554732,0.016253174261131393,-0.1399585564803992,0.990021250967209
2024/05/14/15:47:22.233205,136898,1715716042,232981676,map,34.198554372058986,-3.8588336622675428,-1.1068464517593384,0.002396810581188752,0.016256702325942517,-0.13995965009548053,0.9900208438581858
2024/05/14/15:47:22.253454,136899,1715716042,253177740,map,34.1986744339403,-3.858872515257289,-1.1068464517593384,0.0023968076894151594,0.01625670275229155,-0.13995947398866174,0.9900208687544626
2024/05/14/15:47:22.273537,136900,1715716042,273273540,map,34.19878306247727,-3.8589075640213983,-1.1068464517593384,0.0023968048761216897,0.016256703167069345,-0.13995930266122306,0.9900208929750463
2024/05/14/15:47:22.293355,136901,1715716042,293096838,map,34.19888184288928,-3.8589393349507994,-1.1068464517593384,0.0023968021380702587,0.016256703570753362,-0.13995913591596768,0.9900209165478169
2024/05/14/15:47:22.313259,136902,1715716042,313006455,map,34.19897192698017,-3.858968216985449,-1.1068464517593384,0.002396799474882252,0.016256703963399448,-0.13995897372983823,0.9900209394760366
2024/05/14/15:47:22.333295,136903,1715716042,333076330,map,34.19905456882577,-3.8589946191865723,-1.1068464517593384,0.0023967968788554863,0.016256704346143222,-0.13995881563377754,0.9900209618260181
2024/05/14/15:47:22.353389,136904,1715716042,353130042,map,34.1990007083837,-3.858972606308577,-1.107184886932373,0.0021619631812364905,0.01626625772441532,-0.13995528574555077,0.9900218445906773
2024/05/14/15:47:22.373435,136905,1715716042,373169345,map,34.198952190745075,-3.858952374774411,-1.107184886932373,0.002161966685351295,0.016266257258679837,-0.13995549901834267,0.9900218144411631
2024/05/14/15:47:22.393372,136906,1715716042,393025918,map,34.19890826074961,-3.858933674183417,-1.107184886932373,0.002161970094700739,0.016266256805538972,-0.13995570652338002,0.990021785106968
2024/05/14/15:47:22.414041,136907,1715716042,413712365,map,34.19886828192168,-3.85891629410242,-1.107184886932373,0.0021619734111281885,0.01626625636474779,-0.13995590837285654,0.9900217565722353
2024/05/14/15:47:22.434207,136908,1715716042,433885121,map,34.198831792691664,-3.8589000791632895,-1.107184886932373,0.0021619766419146078,0.01626625593533862,-0.13995610500991737,0.9900217287743229
2024/05/14/15:47:22.453330,136909,1715716042,453090021,map,34.198776578613895,-3.8588844740390527,-1.10866117477417,0.0022589689389558598,0.016233179394017503,-0.139958491810083,0.9900217176993349
2024/05/14/15:47:22.473376,136910,1715716042,473053955,map,34.19872664614828,-3.8588706233296888,-1.10866117477417,0.002258980187563012,0.01623317782868529,-0.13995917783498887,0.9900216207163601
2024/05/14/15:47:22.493229,136911,1715716042,493001795,map,34.19868124666371,-3.8588582787041465,-1.10866117477417,0.0022589911340547835,0.01623317630538718,-0.13995984543461915,0.9900215263376914
2024/05/14/15:47:22.514389,136912,1715716042,514118796,map,34.198639834704835,-3.858847256355898,-1.10866117477417,0.002259001783447341,0.01623317482342575,-0.13996049491489757,0.9900214345201176
2024/05/14/15:47:22.534149,136913,1715716042,533806781,map,34.198601836295104,-3.858837368744892,-1.10866117477417,0.002259012160491749,0.016233173379357233,-0.13996112778533085,0.9900213450502736
2024/05/14/15:47:22.553366,136914,1715716042,553166509,map,34.19896467681376,-3.8589582518222145,-1.1082335710525513,0.002339960131012014,0.016223997282968593,-0.1399624109195893,0.9900211260515219
2024/05/14/15:47:22.573298,136915,1715716042,573051620,map,34.19929214906962,-3.859067364865612,-1.1082335710525513,0.002339959597469281,0.016223997359920566,-0.13996237836173273,0.9900211306543284
2024/05/14/15:47:22.593176,136916,1715716042,592920536,map,34.19958926268208,-3.859166370831495,-1.1082335710525513,0.002339959078417734,0.01622399743478248,-0.13996234668815757,0.9900211351321201
2024/05/14/15:47:22.613100,136917,1715716042,612860503,map,34.19985975583468,-3.8592565262591294,-1.1082335710525513,0.002339958572968273,0.016223997507682577,-0.13996231584460922,0.9900211394925672
2024/05/14/15:47:22.633140,136918,1715716042,632865821,map,34.200107389629494,-3.859339064022832,-1.1082335710525513,0.0023399580810864766,0.01622399757862581,-0.1399622858289872,0.9900211437359671
2024/05/14/15:47:22.653567,136919,1715716042,653345130,map,34.19992273062505,-3.8592773540640217,-1.110211968421936,0.00219931525498702,0.01624261955924442,-0.139959323165145,0.990021579654412
2024/05/14/15:47:22.673885,136920,1715716042,673619062,map,34.19975617675198,-3.859221666561416,-1.110211968421936,0.002199304683649287,0.016242620990642068,-0.13995867882003404,0.9900216707452486
2024/05/14/15:47:22.693550,136921,1715716042,693298152,map,34.19960513671209,-3.859171142426124,-1.110211968421936,0.0021992943968472092,0.016242622383505826,-0.13995805181796311,0.990021759383895
2024/05/14/15:47:22.713864,136922,1715716042,713589565,map,34.19946755619858,-3.8591250976400016,-1.110211968421936,0.002199284389653663,0.016242623738503388,-0.13995744185861383,0.9900218456128407
2024/05/14/15:47:22.733567,136923,1715716042,733304337,map,34.199341699270924,-3.8590829558286197,-1.110211968421936,0.0021992746390954174,0.016242625058745883,-0.13995684754172005,0.9900219296300695
2024/05/14/15:47:22.753791,136924,1715716042,753679610,map,34.19971271711469,-3.8592067720360386,-1.107973337173462,0.0022955809379563707,0.01624422577001167,-0.13995831603819042,0.9900214771453416
2024/05/14/15:47:22.773208,136925,1715716042,772962411,map,34.20004743003159,-3.859318506037526,-1.107973337173462,0.0022955802719719634,0.016244225864126396,-0.13995827544906808,0.9900214828833831
2024/05/14/15:47:22.793284,136926,1715716042,793029526,map,34.200350997301754,-3.8594198705630665,-1.107973337173462,0.0022955796238356197,0.016244225955718866,-0.13995823594771484,0.9900214884676463
2024/05/14/15:47:22.813252,136927,1715716042,812977256,map,34.20062727137778,-3.859512160394901,-1.107973337173462,0.0022955789938285042,0.01624422604474935,-0.13995819755126654,0.9900214938957086
2024/05/14/15:47:22.833227,136928,1715716042,833001974,map,34.20088011558101,-3.8595966421703896,-1.107973337173462,0.0022955783794598706,0.016244226131569832,-0.139958160107922,0.9900214991890304
2024/05/14/15:47:22.853409,136929,1715716042,853095259,map,34.200641266636794,-3.8595181712380047,-1.1097711324691772,0.002356076813759341,0.016245269409023624,-0.13995980653726722,0.9900211071880874
2024/05/14/15:47:22.873341,136930,1715716042,873089545,map,34.20042583118007,-3.8594474879969094,-1.1097711324691772,0.002356087942371886,0.016245267795019662,-0.1399604847384746,0.9900210113101878
2024/05/14/15:47:22.893189,136931,1715716042,892974549,map,34.2002304567252,-3.8593834806909135,-1.1097711324691772,0.002356098771394022,0.016245266224458398,-0.13996114468200982,0.9900209180129365
2024/05/14/15:47:22.913091,136932,1715716042,912875228,map,34.200052528988145,-3.8593252767845847,-1.1097711324691772,0.002356109306093353,0.016245264696576462,-0.13996178668889175,0.9900208272509873
2024/05/14/15:47:22.933129,136933,1715716042,932901426,map,34.19988973535013,-3.8592721112048776,-1.1097711324691772,0.002356119570534921,0.01624526320788418,-0.13996241222569486,0.9900207388170414
2024/05/14/15:47:22.953292,136934,1715716042,952992359,map,34.20013385298074,-3.8593511996920498,-1.1063470840454102,0.0022755204687616637,0.016216640434227096,-0.13996061861333334,0.9900216501758919
2024/05/14/15:47:22.973438,136935,1715716042,973143096,map,34.20035410444992,-3.8594223490045967,-1.1063470840454102,0.002275510058401554,0.016216641895006375,-0.13995998306357568,0.9900217400241608
2024/05/14/15:47:22.993289,136936,1715716042,993043268,map,34.20055389365524,-3.8594866887252404,-1.1063470840454102,0.0022754999282019487,0.01621664331646705,-0.139959364617543,0.9900218274540601
2024/05/14/15:47:23.013278,136937,1715716043,13012309,map,34.20073578103807,-3.8595450781482894,-1.1063470840454102,0.0022754900726874253,0.016216644699377968,-0.13995876294096224,0.9900219125128791
2024/05/14/15:47:23.033118,136938,1715716043,32865121,map,34.200902271421434,-3.859598339855141,-1.1063470840454102,0.0022754804703289137,0.016216646046760538,-0.13995817671948932,0.9900219953864559
2024/05/14/15:47:23.053373,136939,1715716043,53061100,map,34.200704516806404,-3.8595360415512423,-1.1073787212371826,0.002372955072100652,0.01622705633638626,-0.1399599347161384,0.9900213474471828
2024/05/14/15:47:23.074092,136940,1715716043,73793522,map,34.200526070896906,-3.8594801633203626,-1.1073787212371826,0.002372959377814577,0.016227055706741857,-0.1399601974100378,0.9900213103099471
2024/05/14/15:47:23.093299,136941,1715716043,93046097,map,34.20036416943996,-3.8594297883412585,-1.1073787212371826,0.002372963568082465,0.016227055093978544,-0.13996045306051333,0.9900212741683773
2024/05/14/15:47:23.113349,136942,1715716043,113083909,map,34.200216699779176,-3.85938420954596,-1.1073787212371826,0.002372967645450115,0.01622705449772412,-0.13996070182288547,0.990021239000521
2024/05/14/15:47:23.133183,136943,1715716043,132974287,map,34.200081693169025,-3.8593427782000305,-1.1073787212371826,0.0023729716182731716,0.016227053916756783,-0.1399609442069366,0.9900212047343148
2024/05/14/15:47:23.153443,136944,1715716043,153205246,map,34.19979156457389,-3.859244342566609,-1.1087013483047485,0.0023632049915689227,0.01631551152141015,-0.13996044653877895,0.9900198446246561
2024/05/14/15:47:23.174258,136945,1715716043,173966582,map,34.19952989189136,-3.859155380748639,-1.1087013483047485,0.002363205856089063,0.016315511396189517,-0.13996049899757523,0.9900198372084834
2024/05/14/15:47:23.193464,136946,1715716043,193000131,map,34.199292639354745,-3.8590745521618826,-1.1087013483047485,0.002363206696986003,0.01631551127439052,-0.13996055002292354,0.9900198299949567
2024/05/14/15:47:23.213347,136947,1715716043,213039948,map,34.199076858650365,-3.85900086225506,-1.1087013483047485,0.0023632075144632363,0.016315511155983686,-0.1399605996271718,0.9900198229823305
2024/05/14/15:47:23.233171,136948,1715716043,232931611,map,34.19887941096382,-3.8589332859669105,-1.1087013483047485,0.0023632083107946204,0.016315511040639667,-0.1399606479482969,0.9900198161510987
2024/05/14/15:47:23.253298,136949,1715716043,253070140,map,34.199169723286595,-3.8590290260979208,-1.1079035997390747,0.0022783935916492713,0.016231244463111784,-0.13995934656740225,0.9900215840749361
2024/05/14/15:47:23.274294,136950,1715716043,273431608,map,34.19943155014087,-3.859115290176027,-1.1079035997390747,0.002278388105152786,0.016231245233255018,-0.13995901191962126,0.9900216313840337
2024/05/14/15:47:23.293299,136951,1715716043,293038119,map,34.199668967739704,-3.8591934303372724,-1.1079035997390747,0.002278382766381865,0.016231245982660097,-0.13995868628233207,0.9900216774192088
2024/05/14/15:47:23.313526,136952,1715716043,313028096,map,34.19988512140974,-3.859264498094894,-1.1079035997390747,0.002278377572704125,0.01623124671169668,-0.139958369494973,0.990021722203169
2024/05/14/15:47:23.333175,136953,1715716043,332938721,map,34.200082880458254,-3.8593294404944567,-1.1079035997390747,0.00227837251230528,0.01623124742202327,-0.13995806083693405,0.9900217658377947
2024/05/14/15:47:23.353374,136954,1715716043,353129389,map,34.19973892860462,-3.8592158601146704,-1.1096798181533813,0.0023680564024990544,0.01626342268009724,-0.13995959377989212,0.9900208106401452
2024/05/14/15:47:23.374219,136955,1715716043,373573534,map,34.19942869268234,-3.859113497937922,-1.1096798181533813,0.002368060622317359,0.01626342206566465,-0.13995985065742791,0.9900207743252427
2024/05/14/15:47:23.393341,136956,1715716043,393064140,map,34.199147362507226,-3.8590207575845152,-1.1096798181533813,0.002368064728455992,0.016263421467783486,-0.13996010061481903,0.9900207389885793
2024/05/14/15:47:23.413236,136957,1715716043,413003928,map,34.19889130582428,-3.858936420602036,-1.1096798181533813,0.0023680687231982514,0.016263420886121354,-0.1399603437910593,0.9900207046105103
2024/05/14/15:47:23.433235,136958,1715716043,432988328,map,34.198656999112686,-3.8588593291514552,-1.1096798181533813,0.0023680726151821593,0.016263420319420584,-0.13996058071198014,0.9900206711167036
2024/05/14/15:47:23.453278,136959,1715716043,453047201,map,34.19867030656419,-3.8588635167596426,-1.1111959218978882,0.0023802998340017455,0.0162855828433336,-0.13996065016041415,0.9900202676565907
2024/05/14/15:47:23.473555,136960,1715716043,473312221,map,34.198682262767846,-3.858867257647697,-1.1111959218978882,0.0023802994443425764,0.016285582900286158,-0.13996062647256222,0.9900202710053775
2024/05/14/15:47:23.493455,136961,1715716043,493068811,map,34.19869308025529,-3.8588706213208734,-1.1111959218978882,0.0023802990651924393,0.016285582955702708,-0.13996060342356706,0.9900202742638476
2024/05/14/15:47:23.513276,136962,1715716043,512988696,map,34.19870302551779,-3.8588736915100004,-1.1111959218978882,0.002380298696152307,0.016285583009641568,-0.13996058098917133,0.9900202774354305
