time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2024/05/14/15:47:23.393358,136956,1715716043,393066857,base_link,-3.0402572961208824e-05,0.0,0.0,0.0,0.0,-9.294886383037106e-09
2024/05/14/15:47:23.413291,136957,1715716043,413006559,base_link,-3.033864819037093e-05,0.0,0.0,0.0,0.0,-3.1965675620859615e-09
2024/05/14/15:47:23.433266,136958,1715716043,432991048,base_link,-2.9757122802700266e-05,0.0,0.0,0.0,0.0,-2.3038496711329174e-09
2024/05/14/15:47:23.453363,136959,1715716043,453049807,base_link,-2.36222598018184e-05,0.0,0.0,0.0,0.0,-1.0741960693666935e-09
2024/05/14/15:47:23.473596,136960,1715716043,473316459,base_link,-1.9405323762151493e-05,0.0,0.0,0.0,0.0,-4.2286991163105574e-10
2024/05/14/15:47:23.493479,136961,1715716043,493072235,base_link,-1.6343325781130194e-05,0.0,0.0,0.0,0.0,-2.4429148731100514e-11
2024/05/14/15:47:23.513309,136962,1715716043,512991481,base_link,-1.1489245395511685e-05,0.0,0.0,0.0,0.0,7.220812004022125e-11
2024/05/14/15:47:23.533335,136963,1715716043,533027248,base_link,-8.75556215993941e-06,0.0,0.0,0.0,0.0,8.497860375232652e-11
2024/05/14/15:47:23.553458,136964,1715716043,553170111,base_link,1.397272673796193e-05,0.0,0.0,0.0,0.0,4.574317455077239e-09
2024/05/14/15:47:23.573362,136965,1715716043,573063376,base_link,2.8161230194831086e-05,0.0,0.0,0.0,0.0,6.8988717019089185e-09
2024/05/14/15:47:23.593380,136966,1715716043,593083146,base_link,3.737458684697406e-05,0.0,0.0,0.0,0.0,8.278544805099973e-09
2024/05/14/15:47:23.613920,136967,1715716043,613616185,base_link,3.561884971393623e-05,0.0,0.0,0.0,0.0,2.7438939102162486e-09
2024/05/14/15:47:23.633420,136968,1715716043,633132454,base_link,3.4084600269318844e-05,0.0,0.0,0.0,0.0,1.9354489671206357e-09
2024/05/14/15:47:23.653254,136969,1715716043,652966178,base_link,9.065921882769816e-06,0.0,0.0,0.0,0.0,-1.5459380905901256e-08
2024/05/14/15:47:23.673459,136970,1715716043,673136054,base_link,-6.83080301352066e-06,0.0,0.0,0.0,0.0,-2.4480489593620855e-08
2024/05/14/15:47:23.693541,136971,1715716043,693309055,base_link,-1.7386281483425472e-05,0.0,0.0,0.0,0.0,-2.984620921375992e-08
2024/05/14/15:47:23.713887,136972,1715716043,713612069,base_link,-2.0144563455623748e-05,0.0,0.0,0.0,0.0,-9.970545919992465e-09
2024/05/14/15:47:23.734036,136973,1715716043,733725527,base_link,-2.120722743064246e-05,0.0,0.0,0.0,0.0,-7.0659978121247716e-09
2024/05/14/15:47:23.753377,136974,1715716043,753052284,base_link,-1.236562174750709e-05,0.0,0.0,0.0,0.0,6.519320128427433e-09
2024/05/14/15:47:23.773539,136975,1715716043,773270433,base_link,-6.510565541428978e-06,0.0,0.0,0.0,0.0,1.3599664867132657e-08
2024/05/14/15:47:23.793457,136976,1715716043,793000498,base_link,-2.4281070102892896e-06,0.0,0.0,0.0,0.0,1.783929270278283e-08
2024/05/14/15:47:23.813956,136977,1715716043,813660903,base_link,4.310652770674371e-07,0.0,0.0,0.0,0.0,6.165456358673629e-09
2024/05/14/15:47:23.833167,136978,1715716043,832923688,base_link,1.9518958255678097e-06,0.0,0.0,0.0,0.0,4.4560231925336604e-09
2024/05/14/15:47:23.853358,136979,1715716043,853027844,base_link,7.980109834416911e-06,0.0,0.0,0.0,0.0,1.2683757663007084e-08
2024/05/14/15:47:23.873199,136980,1715716043,872964719,base_link,1.1647538244254487e-05,0.0,0.0,0.0,0.0,1.691694965730152e-08
2024/05/14/15:47:23.893293,136981,1715716043,892978671,base_link,1.3948955569715485e-05,0.0,0.0,0.0,0.0,1.9407461414094176e-08
2024/05/14/15:47:23.913747,136982,1715716043,913416073,base_link,1.2618314070208527e-05,0.0,0.0,0.0,0.0,6.284111499385983e-09
2024/05/14/15:47:23.933228,136983,1715716043,932984092,base_link,1.1689854638416177e-05,0.0,0.0,0.0,0.0,4.369666618872406e-09
2024/05/14/15:47:23.953144,136984,1715716043,952878221,base_link,1.0272795950162331e-05,0.0,0.0,0.0,0.0,6.844285609765038e-09
2024/05/14/15:47:23.973862,136985,1715716043,973485521,base_link,9.234036664233547e-06,0.0,0.0,0.0,0.0,8.098443100968357e-09
2024/05/14/15:47:23.993198,136986,1715716043,992922914,base_link,8.43062790957746e-06,0.0,0.0,0.0,0.0,8.820748498158434e-09
2024/05/14/15:47:24.013268,136987,1715716044,13015349,base_link,6.3758299732133144e-06,0.0,0.0,0.0,0.0,2.7744201825922823e-09
2024/05/14/15:47:24.033218,136988,1715716044,32948426,base_link,5.1938233145539975e-06,0.0,0.0,0.0,0.0,1.893730628202979e-09
2024/05/14/15:47:24.053378,136989,1715716044,53051266,base_link,-6.226539814241823e-06,0.0,0.0,0.0,0.0,5.997337961414934e-09
2024/05/14/15:47:24.073672,136990,1715716044,73354278,base_link,-1.3428105193756372e-05,0.0,0.0,0.0,0.0,8.110704210719864e-09
2024/05/14/15:47:24.093176,136991,1715716044,92957411,base_link,-1.8164779071729042e-05,0.0,0.0,0.0,0.0,9.355733988831742e-09
2024/05/14/15:47:24.113340,136992,1715716044,112997680,base_link,-1.7495126795724827e-05,0.0,0.0,0.0,0.0,3.038236156121792e-09
2024/05/14/15:47:24.133708,136993,1715716044,133383299,base_link,-1.6867904148371416e-05,0.0,0.0,0.0,0.0,2.116485943659281e-09
2024/05/14/15:47:24.153413,136994,1715716044,153108470,base_link,1.520678516009875e-07,0.0,0.0,0.0,0.0,-3.266962459536402e-09
2024/05/14/15:47:24.174170,136995,1715716044,173565865,base_link,1.0888421719881873e-05,0.0,0.0,0.0,0.0,-6.0683642371373055e-09
2024/05/14/15:47:24.193239,136996,1715716044,192978371,base_link,1.7953276659393026e-05,0.0,0.0,0.0,0.0,-7.742325519372969e-09
2024/05/14/15:47:24.213065,136997,1715716044,212819880,base_link,1.8611320389309418e-05,0.0,0.0,0.0,0.0,-2.6426985655399724e-09
2024/05/14/15:47:24.232932,136998,1715716044,232761226,base_link,-1.247847862764284e-05,0.0,0.0,0.0,0.0,-1.1671707280018823e-09
2024/05/14/15:47:24.253024,136999,1715716044,252820759,base_link,-3.031684237029194e-05,0.0,0.0,0.0,0.0,-5.825882920715089e-10
2024/05/14/15:47:24.273328,137000,1715716044,273024014,base_link,-4.1175135156490266e-05,0.0,0.0,0.0,0.0,-2.7248913779308854e-10
2024/05/14/15:47:24.293509,137001,1715716044,292880812,base_link,-4.7990388797592116e-05,0.0,0.0,0.0,0.0,-8.242846443015398e-11
2024/05/14/15:47:24.313076,137002,1715716044,312804008,base_link,-4.2839126173163796e-05,0.0,0.0,0.0,0.0,1.3339717674932987e-11
2024/05/14/15:47:24.333481,137003,1715716044,333225135,base_link,-5.3464093988631285e-05,0.0,0.0,0.0,0.0,2.488105177271594e-09
